combo,tails,circuits,max_tail,max_circuit,circuit_lengths,tail_lengths,edge_selection
0001100000,10946,58786,10,19,"[3, 4, 5, 11, 19]","{2: 7256, 10: 1597, 1: 2092, 3: 1}",2578
0001100100,10946,20506,11,38,"[4, 5, 15, 19, 23, 34, 38]","{1: 4181, 11: 1597, 2: 4675, 7: 492, 3: 1}",2578
0001101000,10946,31919,60,63,"[3, 4, 9, 27, 56, 63]","{2: 3380, 31: 188, 3: 1293, 1: 3385, 8: 306, 21: 306, 7: 801, 26: 304, 6: 304, 53: 160, 23: 118, 60: 143, 55: 186, 16: 71, 19: 1}",2578
0001101100,10946,35817,30,31,"[3, 4, 13, 31]","{1: 5474, 8: 1599, 3: 1293, 2: 1291, 21: 306, 12: 608, 30: 374, 29: 1}",2578
0010000000,10946,100747,3,7,"[3, 4, 5, 7]","{2: 8853, 1: 2092, 3: 1}",2578
0010000100,10946,62467,7,18,"[3, 5, 7, 11, 14, 15, 18]","{1: 4181, 3: 1598, 2: 4675, 7: 492}",2578
0010001000,10946,72773,8,11,"[3, 4, 7, 8, 9, 10, 11]","{2: 4977, 3: 1293, 1: 3385, 7: 986, 6: 304, 8: 1}",2578
0010001100,10946,34493,2797,5688,"[3, 7, 8, 10, 21, 30, 65, 103, 182, 331, 606, 983, 1957, 3363, 5688]","{1: 5474, 3: 2890, 19: 376, 2: 1291, 7: 495, 57: 89, 16: 233, 332: 21, 95: 55, 1738: 5, 472: 13, 2797: 3, 20: 1}",2578
0010100000,10946,77814,9,10,"[3, 4, 5, 6, 9, 10]","{2: 7256, 5: 988, 1: 2092, 9: 609, 3: 1}",2578
0010100100,10946,39534,10,28,"[5, 13, 14, 15, 23, 24, 27, 28]","{1: 4181, 6: 988, 2: 4675, 7: 492, 10: 609, 3: 1}",2578
0010101000,10946,49840,10,14,"[3, 4, 9, 10, 11, 13, 14]","{2: 3380, 10: 987, 3: 1293, 1: 3385, 7: 986, 9: 609, 6: 304, 8: 1, 5: 1}",2578
0010101100,10946,11560,31039,3,[3],"{1: 5474, 11: 987, 3: 1293, 19: 376, 2: 1291, 7: 495, 10: 609, 503: 55, 105: 232, 544: 21, 126: 55, 483: 33, 31039: 3, 6644: 12, 6848: 3, 30836: 1, 30744: 1, 6553: 1, 473: 1, 96: 1, 20: 1, 6: 1}",2578
0011000000,10946,77814,3,12,"[3, 4, 5, 8, 12]","{2: 8853, 1: 2092, 3: 1}",2578
0011000100,10946,39534,7,18,"[5, 7, 8, 11, 12, 14, 15, 18]","{1: 4181, 3: 1598, 2: 4675, 7: 492}",2578
0011001000,10946,49840,22,34,"[3, 4, 9, 21, 25, 26, 34]","{2: 4977, 3: 1293, 1: 3385, 22: 377, 18: 609, 6: 304, 16: 1}",2578
0011001100,10946,11560,52873,3,[3],"{1: 5474, 3: 2890, 79: 178, 2: 1291, 22: 377, 16: 233, 83: 144, 18: 118, 77: 143, 3969: 5, 864: 21, 860: 33, 3933: 5, 840: 13, 3973: 8, 3985: 7, 52873: 1, 52792: 1, 52788: 1, 3998: 1, 865: 1, 80: 1}",2578
0011100000,10946,54881,14,19,"[3, 4, 5, 11, 15, 19]","{2: 7256, 10: 988, 1: 2092, 14: 609, 3: 1}",2578
0011100100,10946,16601,15,42,"[5, 15, 19, 23, 34, 38, 42]","{1: 4181, 11: 988, 2: 4675, 7: 492, 15: 609, 3: 1}",2578
0011101000,10946,28014,64,67,"[3, 4, 9, 31, 56, 67]","{2: 3380, 31: 188, 3: 1293, 1: 3385, 12: 306, 21: 306, 7: 801, 30: 303, 6: 304, 53: 160, 23: 118, 64: 143, 55: 186, 20: 71, 19: 1, 26: 1}",2578
0011101100,10946,31912,34,35,"[3, 13, 35]","{1: 5474, 8: 1293, 3: 1293, 2: 1291, 12: 914, 21: 306, 34: 374, 33: 1}",2578
0100000000,10946,100747,3,9,"[3, 4, 5, 9]","{2: 8853, 1: 2092, 3: 1}",2578
0100000100,10946,62467,7,18,"[3, 5, 7, 9, 11, 14, 15, 18]","{1: 4181, 3: 1598, 2: 4675, 7: 492}",2578
0100001000,10946,72773,8,12,"[3, 4, 7, 8, 9, 10, 11, 12]","{2: 4977, 3: 1293, 1: 3385, 7: 986, 6: 304, 8: 1}",2578
0100001100,10946,34493,2797,5688,"[3, 8, 10, 12, 21, 30, 65, 103, 182, 331, 606, 983, 1957, 3363, 5688]","{1: 5474, 3: 2890, 19: 376, 2: 1291, 7: 495, 57: 89, 16: 233, 332: 21, 95: 55, 1738: 5, 472: 13, 2797: 3, 20: 1}",2578
0100100000,10946,77814,5,9,"[3, 4, 5, 6, 9]","{2: 7256, 5: 1597, 1: 2092, 3: 1}",2578
0100100100,10946,39534,7,24,"[5, 9, 13, 14, 15, 23, 24]","{1: 4181, 6: 1597, 2: 4675, 7: 492, 3: 1}",2578
0100101000,10946,49840,14,15,"[3, 4, 6, 9, 10, 11, 13, 14, 15]","{2: 3380, 14: 377, 3: 1293, 1: 3385, 7: 986, 10: 610, 5: 610, 6: 304, 8: 1}",2578
0100101100,10946,11560,31019,3,[3],"{1: 5474, 15: 377, 3: 1293, 19: 376, 2: 1291, 7: 495, 11: 610, 6: 610, 503: 21, 109: 89, 113: 143, 556: 21, 130: 55, 499: 34, 467: 33, 31019: 1, 6628: 5, 6632: 7, 6904: 3, 31015: 2, 30728: 1, 30608: 1, 6497: 1, 461: 1, 92: 1, 20: 1}",2578
0101000000,10946,77814,3,9,"[3, 4, 8, 9]","{2: 8853, 1: 2092, 3: 1}",2578
0101000100,10946,39534,7,18,"[7, 8, 9, 11, 14, 15, 18]","{1: 4181, 3: 1598, 2: 4675, 7: 492}",2578
0101001000,10946,49840,20,34,"[3, 4, 9, 21, 30, 34]","{2: 4977, 3: 1293, 1: 3385, 18: 986, 6: 304, 20: 1}",2578
0101001100,10946,11560,52877,3,[3],"{1: 5474, 3: 2890, 83: 233, 2: 1291, 18: 495, 79: 89, 16: 233, 85: 143, 3973: 13, 860: 54, 3933: 5, 840: 13, 3993: 7, 52877: 1, 52788: 2, 4002: 1, 869: 1, 88: 1}",2578
0101100000,10946,54881,10,19,"[3, 4, 9, 11, 19]","{2: 7256, 10: 1597, 1: 2092, 3: 1}",2578
0101100100,10946,16601,11,38,"[9, 15, 19, 23, 34, 38]","{1: 4181, 11: 1597, 2: 4675, 7: 492, 3: 1}",2578
0101101000,10946,28014,64,67,"[3, 4, 9, 27, 60, 67]","{2: 3380, 31: 188, 3: 1293, 1: 3385, 8: 306, 25: 306, 7: 801, 26: 304, 6: 304, 57: 160, 23: 119, 64: 143, 59: 186, 16: 71}",2578
0101101100,10946,31912,34,35,"[3, 13, 35]","{1: 5474, 8: 1599, 3: 1293, 2: 1291, 25: 306, 12: 608, 34: 374, 33: 1}",2578
0110000000,10946,96842,3,12,"[3, 4, 5, 12]","{2: 8853, 1: 2092, 3: 1}",2578
0110000100,10946,58562,7,18,"[3, 5, 7, 11, 12, 14, 15, 18]","{1: 4181, 3: 1598, 2: 4675, 7: 492}",2578
0110001000,10946,68868,8,15,"[3, 4, 7, 8, 9, 10, 11, 15]","{2: 4977, 3: 1293, 1: 3385, 7: 986, 6: 304, 8: 1}",2578
0110001100,10946,30588,2797,5688,"[3, 8, 10, 15, 21, 30, 65, 103, 182, 331, 606, 983, 1957, 3363, 5688]","{1: 5474, 3: 2890, 19: 376, 2: 1291, 7: 495, 57: 89, 16: 233, 332: 21, 95: 55, 1738: 5, 472: 13, 2797: 3, 20: 1}",2578
0110100000,10946,73909,14,15,"[3, 4, 5, 6, 9, 15]","{2: 7256, 5: 988, 1: 2092, 14: 609, 3: 1}",2578
0110100100,10946,35629,15,33,"[5, 13, 14, 15, 23, 24, 32, 33]","{1: 4181, 6: 988, 2: 4675, 7: 492, 15: 609, 3: 1}",2578
0110101000,10946,46241,20,21,"[3, 4, 9, 10, 11, 13, 14, 21]","{2: 3380, 10: 916, 3: 1293, 1: 3385, 7: 986, 9: 306, 20: 374, 6: 304, 8: 1, 5: 1}",2578
0110101100,10946,14456,436,453,"[3, 39, 222, 331, 453]","{1: 5474, 11: 916, 3: 1293, 19: 376, 2: 1291, 7: 495, 10: 306, 120: 73, 38: 303, 77: 89, 205: 81, 306: 70, 14: 71, 161: 29, 436: 34, 185: 26, 156: 16, 149: 1, 20: 1, 6: 1}",2578
0111000000,10946,73909,3,17,"[3, 4, 8, 17]","{2: 8853, 1: 2092, 3: 1}",2578
0111000100,10946,35629,7,18,"[7, 8, 11, 14, 15, 17, 18]","{1: 4181, 3: 1598, 2: 4675, 7: 492}",2578
0111001000,10946,45935,75,85,"[3, 4, 9, 21, 51, 85]","{2: 4977, 3: 1293, 1: 3385, 48: 377, 18: 609, 6: 304, 75: 1}",2578
0111001100,10946,14839,16257,3474,"[3, 26, 100, 962, 3474]","{1: 5474, 3: 2890, 17: 377, 2: 1291, 84: 89, 79: 89, 16: 233, 87: 73, 18: 118, 83: 73, 570: 21, 91: 71, 2133: 5, 95: 71, 536: 33, 2609: 5, 720: 13, 1876: 5, 2132: 5, 16256: 1, 2646: 3, 3047: 3, 10229: 1, 16257: 1, 945: 1}",2578
0111100000,10946,50976,19,20,"[3, 4, 11, 19, 20]","{2: 7256, 10: 988, 1: 2092, 19: 609, 3: 1}",2578
0111100100,10946,12696,20,47,"[15, 19, 23, 34, 38, 43, 47]","{1: 4181, 11: 988, 2: 4675, 7: 492, 20: 609, 3: 1}",2578
0111101000,10946,24789,129,154,"[3, 4, 9, 87, 154]","{2: 3380, 31: 188, 3: 1293, 1: 3385, 12: 377, 7: 801, 21: 609, 62: 160, 6: 304, 23: 118, 129: 143, 86: 115, 63: 71, 117: 1, 26: 1}",2578
0111101100,10946,35511,21,22,"[3, 13, 22]","{1: 5474, 8: 1293, 3: 1293, 2: 1291, 12: 985, 21: 609, 20: 1}",2578
0000000000,14325,23238,4569,2670,"[3, 12, 32, 78, 135, 396, 978, 2670]","{1: 8854, 2: 2584, 4: 1597, 6: 492, 118: 89, 12: 306, 57: 73, 21: 118, 356: 26, 189: 45, 38: 71, 2234: 5, 225: 18, 250: 26, 1115: 5, 234: 8, 3679: 3, 780: 3, 4569: 1, 4560: 1}",0356
0000000100,14325,21610,3675,2142,"[5, 7, 34, 54, 126, 315, 783, 2142]","{2: 2092, 1: 8854, 4: 2581, 99: 89, 12: 306, 54: 73, 21: 118, 291: 26, 159: 45, 30: 71, 1803: 5, 192: 18, 204: 26, 906: 5, 201: 8, 2961: 3, 636: 3, 3675: 1, 3666: 1}",0356
0000001000,14325,31962,9006,1291,"[3, 52, 65, 78, 543, 1291]","{1: 7563, 2: 3380, 4: 1293, 21: 376, 8: 495, 76: 89, 5: 306, 34: 115, 10: 303, 9: 118, 63: 143, 190: 26, 93: 29, 328: 18, 839: 18, 4168: 5, 3965: 5, 1982: 5, 506: 16, 1058: 8, 6471: 3, 867: 3, 5948: 2, 9006: 1, 8495: 1, 5024: 1, 416: 1, 19: 1, 48: 1}",0356
0000001100,14325,23882,2103,1227,"[3, 14, 16, 18, 20, 33, 69, 180, 450, 1227]","{2: 2888, 1: 7563, 4: 1293, 13: 377, 8: 496, 54: 89, 5: 306, 10: 795, 28: 73, 9: 118, 163: 26, 15: 115, 88: 45, 16: 71, 1030: 5, 107: 18, 114: 26, 516: 5, 111: 8, 1694: 3, 362: 3, 2103: 1, 2099: 1}",0356
1000000000,14325,53982,3533,2064,"[2, 3, 12, 24, 60, 105, 306, 756, 2064]","{1: 8854, 2: 4181, 6: 492, 92: 89, 10: 306, 45: 73, 17: 118, 276: 26, 147: 45, 30: 71, 1728: 5, 175: 18, 194: 26, 863: 5, 182: 8, 2845: 3, 604: 3, 3533: 1, 3526: 1}",0356
1000000100,14325,52354,3107,1812,"[2, 5, 28, 48, 102, 267, 663, 1812]","{2: 3689, 1: 8854, 4: 984, 83: 89, 10: 306, 44: 73, 17: 118, 245: 26, 133: 45, 26: 71, 1523: 5, 160: 18, 172: 26, 764: 5, 167: 8, 2503: 3, 536: 3, 3107: 1, 3100: 1}",0356
1000001000,14325,62706,6892,987,"[2, 3, 42, 51, 60, 417, 987]","{1: 7563, 2: 4673, 17: 377, 6: 495, 56: 89, 5: 306, 26: 115, 8: 303, 7: 118, 47: 143, 146: 26, 69: 29, 254: 18, 645: 18, 3186: 5, 3033: 5, 1516: 5, 386: 16, 808: 8, 4953: 3, 667: 3, 4550: 2, 6892: 1, 6501: 1, 3842: 1, 320: 1, 36: 1}",0356
1000001100,14325,54626,1897,1107,"[2, 3, 12, 18, 33, 57, 162, 408, 1107]","{2: 4181, 1: 7563, 11: 492, 6: 799, 48: 89, 5: 306, 8: 492, 24: 73, 7: 118, 145: 26, 78: 45, 16: 71, 928: 5, 95: 18, 102: 26, 464: 5, 97: 8, 1528: 3, 326: 3, 1897: 1, 1895: 1}",0356
0000000000,3383,12814,2290,1332,"[11, 13, 15, 23, 36, 75, 195, 489, 1332]","{65: 89, 5: 1293, 8: 986, 12: 306, 37: 73, 10: 304, 16: 118, 183: 26, 102: 45, 24: 71, 1125: 5, 123: 18, 130: 26, 567: 5, 127: 8, 1846: 3, 400: 3, 2290: 1, 2286: 1, 6: 1, 4: 1}",0136
1000000000,3383,43558,2084,1212,"[2, 9, 21, 36, 63, 177, 447, 1212]","{59: 89, 3: 1293, 6: 1291, 12: 306, 33: 73, 14: 118, 165: 26, 92: 45, 24: 71, 1023: 5, 111: 18, 118: 26, 515: 5, 113: 8, 1680: 3, 364: 3, 2084: 1, 2082: 1, 4: 1}",0136
0000000000,4,26838,23068,5113,"[4, 7, 10, 19, 28, 58, 94, 163, 301, 544, 889, 1756, 3034, 5113]","{14823: 1, 9083: 1, 23068: 1, 13987: 1}",1278
0000000001,4,19523,10,91,"[8, 9, 11, 21, 44, 91]","{10: 3, 1: 1}",1278
0000100000,4,3905,237296,4,[4],"{1: 2, 104296: 1, 237296: 1}",1278
0000100001,4,26838,10,30,"[9, 12, 15, 30]","{1: 3, 10: 1}",1278
0001000000,4,3905,170871,4,[4],"{93802: 1, 76920: 1, 170871: 1, 1: 1}",1278
0001000001,4,26837,10,27,"[9, 12, 15, 27]","{10: 2, 1: 2}",1278
0001100000,4,26838,27,29,"[4, 12, 29]","{1: 3, 27: 1}",1278
0001100001,4,49772,1,21,"[3, 9, 21]",{1: 4},1278
0010000000,4,22933,23068,5113,"[4, 7, 8, 10, 19, 28, 58, 94, 163, 301, 544, 889, 1756, 3034, 5113]","{14823: 1, 9083: 1, 23068: 1, 13987: 1}",1278
0010000001,4,15618,10,91,"[9, 19, 21, 44, 91]","{10: 3, 1: 1}",1278
0010100000,4,0,248132,0,[],"{1: 2, 109080: 1, 248132: 1}",1278
0010100001,4,30743,10,15,"[9, 12, 15]","{1: 3, 10: 1}",1278
0011000000,4,0,178463,0,[],"{98094: 1, 80656: 1, 178463: 1, 1: 1}",1278
0011000001,4,30742,10,15,"[9, 12, 15]","{10: 2, 1: 2}",1278
0011100000,4,22933,31,33,"[12, 33]","{1: 3, 31: 1}",1278
0011100001,4,53677,1,12,"[3, 9, 12]",{1: 4},1278
0100000000,4,22933,23068,5113,"[4, 7, 10, 11, 19, 28, 58, 94, 163, 301, 544, 889, 1756, 3034, 5113]","{14823: 1, 9083: 1, 23068: 1, 13987: 1}",1278
0100000001,4,15618,10,91,"[9, 19, 21, 44, 91]","{10: 3, 1: 1}",1278
0100100000,4,0,248348,0,[],"{1: 2, 108864: 1, 248348: 1}",1278
0100100001,4,30743,10,18,"[9, 12, 15, 18]","{1: 3, 10: 1}",1278
0101000000,4,0,178463,0,[],"{98090: 1, 80660: 1, 178463: 1, 1: 1}",1278
0101000001,4,30742,10,15,"[9, 12, 15]","{10: 2, 1: 2}",1278
0101100000,4,22933,31,33,"[12, 33]","{1: 3, 31: 1}",1278
0101100001,4,53677,1,12,"[3, 9, 12]",{1: 4},1278
0110000000,4,19028,23068,5113,"[4, 7, 10, 15, 19, 28, 58, 94, 163, 301, 544, 889, 1756, 3034, 5113]","{14823: 1, 9083: 1, 23068: 1, 13987: 1}",1278
0110000001,4,19523,10,91,"[3, 9, 16, 21, 44, 91]","{10: 3, 1: 1}",1278
0110100000,4,3904,169,423,"[36, 207, 309, 423]","{1: 2, 37: 1, 169: 1}",1278
0110100001,4,34648,10,15,"[3, 9, 12, 15]","{1: 3, 10: 1}",1278
0111000000,4,3904,65105,3240,"[24, 93, 897, 3240]","{30553: 1, 65105: 1, 14487: 1, 1: 1}",1278
0111000001,4,34647,10,15,"[3, 9, 12, 15]","{10: 2, 1: 2}",1278
0111100000,4,26838,19,21,"[12, 21]","{1: 3, 19: 1}",1278
0111100001,4,57582,1,9,"[3, 9]",{1: 4},1278
0000000000,10945,95706,2,3,[3],"{1: 5473, 2: 5472}",15
0000000100,10945,60381,4,9,"[3, 6, 9]","{4: 2089, 2: 5472, 1: 3384}",15
0000100000,10945,72773,5,9,"[3, 6, 9]","{1: 5473, 2: 3875, 5: 1597}",15
0000100100,10945,73909,4,6,"[3, 6]","{4: 2089, 2: 5472, 1: 3384}",15
0000000000,3384,6063,9862,23547,"[12, 13, 14, 114, 266, 645, 1245, 3513, 8583, 23547]","{9: 1597, 19: 377, 8: 492, 4: 495, 58: 115, 1079: 21, 20: 118, 123: 73, 538: 18, 234: 29, 3206: 5, 1709: 11, 338: 16, 2124: 3, 2013: 5, 2250: 5, 9862: 2, 1: 1, 13: 1}",023678
0000000010,3384,3530,6522,3810,"[12, 44, 102, 204, 570, 1386, 3810]","{6: 1597, 8: 492, 178: 89, 4: 495, 22: 306, 90: 73, 42: 118, 524: 26, 280: 45, 56: 71, 3194: 5, 328: 18, 368: 26, 1598: 5, 348: 8, 5252: 3, 1116: 3, 6522: 1, 6502: 1, 1: 1, 3: 1}",023678
0000001000,3384,35748,3840,2232,"[5, 6, 41, 72, 108, 324, 828, 2232]","{108: 89, 2: 1293, 4: 1291, 24: 424, 60: 73, 300: 26, 168: 45, 48: 71, 1884: 5, 204: 26, 216: 26, 948: 5, 3096: 3, 672: 3, 3840: 2, 1: 1, 9: 1}",023678
0000001010,3384,12262,13582,7944,"[6, 70, 80, 90, 720, 1714, 7944]","{50: 376, 2: 1293, 4: 1291, 150: 89, 60: 115, 30: 118, 380: 26, 6900: 5, 140: 29, 786: 18, 3434: 5, 1480: 8, 10934: 3, 2172: 3, 13582: 1, 12888: 1, 1: 1, 37: 1, 88: 1}",023678
0001000000,3384,6559,9680,23115,"[12, 13, 114, 266, 645, 1209, 3441, 8439, 23115]","{10: 1597, 8: 492, 17: 377, 4: 495, 56: 115, 1053: 21, 18: 118, 121: 73, 524: 18, 220: 29, 3132: 5, 1671: 11, 336: 16, 2074: 3, 1975: 5, 2200: 5, 9680: 2, 1: 1, 12: 1}",023678
0001000010,3384,26463,4998,2922,"[4, 12, 32, 78, 156, 438, 1062, 2922]","{6: 1597, 8: 492, 134: 89, 4: 495, 14: 306, 66: 73, 30: 118, 400: 26, 212: 45, 40: 71, 2446: 5, 248: 18, 280: 26, 1222: 5, 264: 8, 4024: 3, 852: 3, 4998: 1, 4982: 1, 1: 1, 3: 1}",023678
0001001000,3384,33427,2821,6729,"[5, 6, 12, 19, 54, 120, 207, 342, 978, 2490, 6729]","{18: 378, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1}",023678
0001001010,3384,10493,4286,10224,"[6, 10, 26, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 9: 1}",023678
0010000000,3384,9359,7439,17739,"[12, 13, 14, 26, 27, 36, 214, 489, 930, 2649, 6465, 17739]","{9: 988, 19: 377, 8: 492, 4: 495, 17: 609, 24: 115, 827: 21, 12: 118, 107: 73, 417: 18, 191: 29, 2430: 5, 1300: 11, 270: 16, 1610: 3, 1526: 5, 1710: 5, 7439: 2, 1: 1, 13: 1}",023678
0010000010,3384,2655,11262,26892,"[12, 120, 314, 756, 1398, 4002, 9822, 26892]","{6: 1597, 8: 492, 36: 377, 4: 495, 68: 115, 1226: 21, 28: 118, 144: 73, 610: 18, 256: 29, 3642: 5, 1944: 11, 396: 16, 2410: 3, 2298: 5, 2560: 5, 11262: 2, 1: 1, 3: 1}",023678
0010001000,3384,39653,3450,2007,"[5, 6, 36, 57, 108, 294, 738, 2007]","{98: 89, 2: 1293, 4: 1291, 19: 306, 55: 73, 24: 118, 275: 26, 153: 45, 38: 71, 1694: 5, 184: 18, 196: 26, 853: 5, 189: 8, 2781: 3, 602: 3, 3450: 1, 3445: 1, 1: 1, 9: 1}",023678
0010001010,3384,13031,5632,13260,"[6, 102, 104, 106, 226, 396, 684, 1938, 4890, 13260]","{646: 21, 2: 1293, 4: 1291, 34: 306, 70: 232, 132: 73, 360: 18, 68: 71, 154: 29, 1806: 5, 1006: 11, 264: 16, 1234: 3, 1212: 5, 1292: 5, 5632: 2, 1: 1, 72: 1, 37: 1}",023678
0011000000,3384,10464,9022,21561,"[7, 12, 13, 93, 252, 603, 1125, 3210, 7872, 21561]","{10: 1597, 8: 492, 17: 377, 4: 495, 42: 115, 976: 21, 11: 118, 107: 73, 482: 18, 199: 29, 2915: 5, 1552: 11, 308: 16, 1927: 3, 1835: 5, 2046: 5, 9022: 2, 1: 1, 12: 1}",023678
0011000010,3384,25588,8562,20448,"[4, 12, 96, 238, 576, 1062, 3042, 7470, 20448]","{6: 1597, 8: 492, 24: 377, 4: 495, 52: 115, 930: 21, 20: 118, 108: 73, 462: 18, 192: 29, 2766: 5, 1476: 11, 300: 16, 1830: 3, 1746: 5, 1944: 5, 8562: 2, 1: 1, 3: 1}",023678
0011001000,3384,37332,2821,6729,"[5, 6, 7, 19, 54, 120, 207, 342, 978, 2490, 6729]","{18: 378, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1}",023678
0011001010,3384,14398,4286,10224,"[6, 10, 12, 14, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 9: 1}",023678
0100000000,3384,6938,5792,3378,"[12, 13, 14, 60, 114, 153, 492, 1254, 3378]","{9: 1597, 146: 89, 8: 492, 20: 306, 4: 495, 71: 73, 19: 118, 436: 26, 235: 45, 58: 71, 2830: 5, 287: 18, 310: 26, 1413: 5, 286: 8, 4665: 3, 996: 3, 5791: 1, 5792: 1, 1: 1, 13: 1}",023678
0100000010,3384,7435,6278,3666,"[4, 12, 44, 102, 192, 546, 1338, 3666]","{6: 1597, 8: 492, 170: 89, 4: 495, 22: 306, 86: 73, 38: 118, 500: 26, 268: 45, 56: 71, 3074: 5, 316: 18, 352: 26, 1538: 5, 332: 8, 5056: 3, 1076: 3, 6278: 1, 6262: 1, 1: 1, 3: 1}",023678
0100001000,3384,34873,6503,15471,"[5, 6, 87, 170, 417, 828, 2310, 5634, 15471]","{19: 377, 2: 1293, 4: 1291, 58: 115, 732: 21, 29: 118, 101: 73, 377: 18, 178: 29, 2133: 5, 1147: 11, 240: 16, 1423: 3, 1346: 5, 1502: 5, 6503: 2, 1: 1, 9: 1}",023678
0100001010,3384,11939,10148,24174,"[6, 90, 274, 642, 1302, 3618, 8790, 24174]","{34: 377, 2: 1293, 4: 1291, 60: 115, 1138: 21, 30: 118, 146: 73, 580: 18, 276: 29, 3336: 5, 1786: 11, 360: 16, 2220: 3, 2090: 5, 2344: 5, 10148: 2, 1: 1, 23: 1}",023678
0101000000,3384,7434,5790,3378,"[12, 13, 48, 114, 153, 492, 1254, 3378]","{10: 1597, 8: 492, 144: 89, 4: 495, 18: 306, 69: 73, 17: 118, 434: 26, 233: 45, 56: 71, 2828: 5, 285: 18, 308: 26, 1411: 5, 284: 8, 4663: 3, 994: 3, 5789: 1, 5790: 1, 1: 1, 12: 1}",023678
0101000010,3384,30368,4754,2778,"[4, 12, 32, 78, 144, 414, 1014, 2778]","{6: 1597, 8: 492, 126: 89, 4: 495, 14: 306, 62: 73, 26: 118, 376: 26, 200: 45, 40: 71, 2326: 5, 236: 18, 264: 26, 1162: 5, 248: 8, 3828: 3, 812: 3, 4754: 1, 4742: 1, 1: 1, 3: 1}",023678
0101001000,3384,29522,2821,6729,"[5, 6, 31, 54, 120, 207, 342, 978, 2490, 6729]","{18: 377, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1, 30: 1}",023678
0101001010,3384,6588,4286,10224,"[6, 36, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 35: 1}",023678
